date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:29:21	4590/4590	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/11920069652.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/11920069652.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:21	4659/4659	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:20%20GMT	http://www.devitis.com/viewimage.asp?show_what=71	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage6d08.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:21	4950/4950	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200692441.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200692441.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:22	4660/4660	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:21%20GMT	http://www.devitis.com/viewimage.asp?show_what=72	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage43d8.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:22	5378/5378	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200693410.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200693410.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:22	4660/4660	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:21%20GMT	http://www.devitis.com/viewimage.asp?show_what=73	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimagef964.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:22	6392/6392	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200693726.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200693726.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:23	4656/4656	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:22%20GMT	http://www.devitis.com/viewimage.asp?show_what=74	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage24fc.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:23	5286/5286	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200694117.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200694117.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:23	4663/4663	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:23%20GMT	http://www.devitis.com/viewimage.asp?show_what=75	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimageee6a.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:24	5357/5357	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200694429.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200694429.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:24	4667/4667	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:23%20GMT	http://www.devitis.com/viewimage.asp?show_what=76	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimagea5e4.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:24	5937/5937	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200694551.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200694551.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:25	4664/4664	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:25%20GMT	http://www.devitis.com/viewimage.asp?show_what=77	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage0db7.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:25	5535/5535	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200694652.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200694652.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:25	4658/4658	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:25%20GMT	http://www.devitis.com/viewimage.asp?show_what=78	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage5590.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:25	4904/4904	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/11920069488.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/11920069488.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:26	4665/4665	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:25%20GMT	http://www.devitis.com/viewimage.asp?show_what=79	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage0f8c.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:26	5648/5648	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/119200695823.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/119200695823.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:26	4670/4670	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:26%20GMT	http://www.devitis.com/viewimage.asp?show_what=80	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage9ae7.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:27	5531/5531	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/1115200693358.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1115200693358.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:27	4669/4669	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:26%20GMT	http://www.devitis.com/viewimage.asp?show_what=81	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage314f.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:27	5157/5157	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/11152006104925.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/11152006104925.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:27	4681/4681	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:27%20GMT	http://www.devitis.com/viewimage.asp?show_what=82	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage2b04.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:28	5848/5848	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/11152006105127.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/11152006105127.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:28	4677/4677	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:27%20GMT	http://www.devitis.com/viewimage.asp?show_what=83	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage0cab.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:28	4282/4282	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/11152006105553.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/11152006105553.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:28	4689/4689	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:28%20GMT	http://www.devitis.com/viewimage.asp?show_what=84	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage1d2d.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:29	5226/5226	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/11152006105944.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/11152006105944.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:29	4669/4669	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:28%20GMT	http://www.devitis.com/viewimage.asp?show_what=85	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage4caa.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:29	5564/5564	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/1115200611145.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1115200611145.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:30	4670/4670	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:29%20GMT	http://www.devitis.com/viewimage.asp?show_what=86	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage2aab.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:30	5648/5648	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/126200612824.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/126200612824.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:30	4669/4669	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:29%20GMT	http://www.devitis.com/viewimage.asp?show_what=87	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage7e55.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:30	5103/5103	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006121159.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006121159.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:31	4667/4667	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:30%20GMT	http://www.devitis.com/viewimage.asp?show_what=88	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage00d0.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:31	5766/5766	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006121619.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006121619.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:31	4691/4691	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:30%20GMT	http://www.devitis.com/viewimage.asp?show_what=89	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimagec060.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:31	5752/5752	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/126200612196.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/126200612196.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:32	4668/4668	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:32%20GMT	http://www.devitis.com/viewimage.asp?show_what=90	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage66c0.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:32	5684/5684	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/126200612238.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/126200612238.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:32	4670/4670	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:32%20GMT	http://www.devitis.com/viewimage.asp?show_what=91	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage4d95.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:32	3963/3963	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006122530.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006122530.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:33	4675/4675	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:33%20GMT	http://www.devitis.com/viewimage.asp?show_what=92	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage4f6b.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:33	4636/4636	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006122916.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006122916.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:33	4668/4668	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:33%20GMT	http://www.devitis.com/viewimage.asp?show_what=93	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimagea763.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:33	5787/5787	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006123126.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006123126.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:34	4673/4673	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:34%20GMT	http://www.devitis.com/viewimage.asp?show_what=94	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage766a.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:34	5721/5721	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006123741.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006123741.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:34	4669/4669	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:34%20GMT	http://www.devitis.com/viewimage.asp?show_what=95	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimaged043.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:34	5226/5226	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006123940.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006123940.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:35	4671/4671	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:34%20GMT	http://www.devitis.com/viewimage.asp?show_what=96	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage5052.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:35	5860/5860	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006124329.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006124329.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:35	4666/4666	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:35%20GMT	http://www.devitis.com/viewimage.asp?show_what=97	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimageb638.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:35	4804/4804	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/126200612469.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/126200612469.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:36	4670/4670	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:35%20GMT	http://www.devitis.com/viewimage.asp?show_what=98	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage1520.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:36	5406/5406	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006125320.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006125320.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:36	4668/4668	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:36%20GMT	http://www.devitis.com/viewimage.asp?show_what=99	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage69f3.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:36	4931/4931	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006125648.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006125648.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:37	4676/4676	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:36%20GMT	http://www.devitis.com/viewimage.asp?show_what=100	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimagefabf.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:37	4330/4330	---M--	200	added ('OK')	image/jpeg	etag:%220e646a1f3f8ca1:0%22	http://www.devitis.com/thumbs/1262006125832.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1262006125832.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:37	4667/4667	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:37%20GMT	http://www.devitis.com/viewimage.asp?show_what=101	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage7303.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:37	4597/4597	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/1214200613418.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1214200613418.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:38	4671/4671	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:37%20GMT	http://www.devitis.com/viewimage.asp?show_what=102	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage63b3.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:38	5301/5301	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/1214200613542.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1214200613542.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:38	4671/4671	---M--	200	added ('OK')	text/html	date:Thu,%2029%20Nov%202012%2005:29:37%20GMT	http://www.devitis.com/viewimage.asp?show_what=103	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/viewimage511a.html	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:38	6156/6156	---M--	200	added ('OK')	image/jpeg	etag:%220a0837df3f8ca1:0%22	http://www.devitis.com/thumbs/1214200613957.low.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/thumbs/1214200613957.low.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:39	11537/11537	---M--	200	added ('OK')	image/jpeg	etag:%220b890cf4f8ca1:0%22	http://www.devitis.com/tourimage/129200303333.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/129200303333.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:47	47485/47485	---M--	200	added ('OK')	image/jpeg	etag:%220fe5330f4f8ca1:0%22	http://www.devitis.com/tourimage/7262004124647.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/7262004124647.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:48	66142/66142	---M--	200	added ('OK')	image/jpeg	etag:%220fe5330f4f8ca1:0%22	http://www.devitis.com/tourimage/7262004104644.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/7262004104644.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:50	69915/69915	---M--	200	added ('OK')	image/jpeg	etag:%220fe5330f4f8ca1:0%22	http://www.devitis.com/tourimage/7262004105010.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/7262004105010.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:51	71770/71770	---M--	200	added ('OK')	image/jpeg	etag:%220fe5330f4f8ca1:0%22	http://www.devitis.com/tourimage/7262004125049.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/7262004125049.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:56	52808/52808	---M--	200	added ('OK')	image/jpeg	etag:%220fe5330f4f8ca1:0%22	http://www.devitis.com/tourimage/7262004125811.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/7262004125811.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
00:29:57	35372/35372	---M--	200	added ('OK')	image/jpeg	etag:%220fe5330f4f8ca1:0%22	http://www.devitis.com/tourimage/7272004132247.jpg	C:/Users/Nicholas/Documents/Virtual%20Theologies/Web%20Development/Dreamweaver/Web%20Sites/www.devitis.com/www.devitis.com/tourimage/7272004132247.jpg	(from http://www.devitis.com/devitis.asp?get=gallery)
